periodo,y,estado
2022-03,1,RR
2022-03,17089,RS
2022-03,16663,SC
2022-03,103,SE
2022-03,60699,SP
2022-03,2935,TO
2022-04,357,AC
2022-04,2259,AL
2022-04,458,AM
2022-04,32,AP
2022-04,7965,BA
2022-04,5893,CE
2022-04,17613,DF
2022-04,14,ES
2022-04,44409,GO
2022-04,975,MA
2022-04,24524,MG
2022-04,4897,MS
2022-04,7885,MT
2022-04,703,PA
2022-04,3754,PB
2022-04,2451,PE
2022-04,10128,PI
2022-04,59058,PR
2022-04,1695,RJ
2022-04,5088,RN
2022-04,2212,RO
2022-04,3,RR
2022-04,29105,RS
2022-04,32037,SC
2022-04,311,SE
2022-04,110685,SP
2022-04,3132,TO
2022-05,353,AC
2022-05,7917,AL
2022-05,387,AM
2022-05,30,AP
2022-05,7587,BA
2022-05,10776,CE
2022-05,14388,DF
2022-05,14,ES
2022-05,33255,GO
2022-05,1325,MA
2022-05,23054,MG
2022-05,6023,MS
2022-05,5764,MT
2022-05,704,PA
2022-05,6236,PB
2022-05,3430,PE
2022-05,7790,PI
2022-05,47238,PR
2022-05,3085,RJ
2022-05,10065,RN
2022-05,1674,RO
2022-05,4,RR
2022-05,16696,RS
2022-05,26667,SC
2022-05,755,SE
2022-05,100220,SP
2022-05,2893,TO
2022-06,173,AC
2022-06,8700,AL
2022-06,262,AM
2022-06,19,AP
2022-06,3313,BA
2022-06,9347,CE
2022-06,6198,DF
2022-06,3,ES
2022-06,13509,GO
2022-06,955,MA
2022-06,7831,MG
2022-06,2543,MS
2022-06,2311,MT
2022-06,391,PA
2022-06,5183,PB
2022-06,2236,PE
2022-06,4564,PI
2022-06,9944,PR
2022-06,1775,RJ
2022-06,10355,RN
2022-06,898,RO
2022-06,7,RR
2022-06,2437,RS
2022-06,6105,SC
2022-06,1075,SE
2022-06,27903,SP
2022-06,1587,TO
2022-07,145,AC
2022-07,6476,AL
2022-07,203,AM
2022-07,23,AP
2022-07,1710,BA
2022-07,4765,CE
2022-07,2509,DF
2022-07,5,ES
2022-07,7098,GO
2022-07,682,MA
2022-07,2925,MG
2022-07,1708,MS
2022-07,1038,MT
2022-07,276,PA
2022-07,3998,PB
2022-07,1445,PE
2022-07,1684,PI
2022-07,3716,PR
2022-07,924,RJ
2022-07,6200,RN
2022-07,657,RO
2022-07,8,RR
2022-07,569,RS
2022-07,1579,SC
2022-07,1128,SE
2022-07,10918,SP
2022-07,744,TO
2022-08,91,AC
2022-08,3750,AL
2022-08,165,AM
2022-08,25,AP
2022-08,1391,BA
2022-08,3821,CE
2022-08,1857,DF
2022-08,2,ES
2022-08,5675,GO
2022-08,443,MA
2022-08,1618,MG
2022-08,1092,MS
2022-08,673,MT
2022-08,174,PA
2022-08,2458,PB
2022-08,1500,PE
2022-08,736,PI
2022-08,1233,PR
2022-08,624,RJ
2022-08,4481,RN
2022-08,437,RO
2022-08,11,RR
2022-08,209,RS
2022-08,554,SC
2022-08,843,SE
2022-08,5863,SP
2022-08,453,TO
2022-09,60,AC
2022-09,1892,AL
2022-09,430,AM
2022-09,27,AP
2022-09,858,BA
2022-09,1853,CE
2022-09,2020,DF
2022-09,2,ES
2022-09,4730,GO
2022-09,318,MA
2022-09,1280,MG
2022-09,836,MS
2022-09,442,MT
2022-09,157,PA
2022-09,1514,PB
2022-09,751,PE
2022-09,261,PI
2022-09,546,PR
2022-09,379,RJ
2022-09,1888,RN
2022-09,379,RO
2022-09,1,RR
2022-09,95,RS
2022-09,286,SC
2022-09,388,SE
2022-09,3082,SP
2022-09,250,TO
2022-10,127,AC
2022-10,815,AL
2022-10,973,AM
2022-10,18,AP
2022-10,968,BA
2022-10,885,CE
2022-10,1910,DF
2022-10,5,ES
2022-10,3887,GO
2022-10,270,MA
2022-10,1561,MG
2022-10,1136,MS
2022-10,487,MT
2022-10,183,PA
2022-10,716,PB
2022-10,684,PE
2022-10,84,PI
2022-10,554,PR
2022-10,454,RJ
2022-10,783,RN
2022-10,427,RO
2022-10,9,RR
2022-10,33,RS
2022-10,198,SC
2022-10,260,SE
2022-10,3017,SP
2022-10,209,TO
2022-11,232,AC
2022-11,446,AL
2022-11,627,AM
2022-11,15,AP
2022-11,978,BA
2022-11,764,CE
2022-11,1710,DF
2022-11,2,ES
2022-11,4491,GO
2022-11,250,MA
2022-11,2271,MG
2022-11,2554,MS
2022-11,956,MT
2022-11,276,PA
2022-11,496,PB
2022-11,652,PE
2022-11,231,PI
2022-11,757,PR
2022-11,458,RJ
2022-11,674,RN
2022-11,1020,RO
2022-11,10,RR
2022-11,65,RS
2022-11,92,SC
2022-11,162,SE
2022-11,3398,SP
2022-11,355,TO
2022-12,325,AC
2022-12,273,AL
2022-12,640,AM
2022-12,22,AP
2022-12,1197,BA
2022-12,521,CE
2022-12,3001,DF
2022-12,7,ES
2022-12,5555,GO
2022-12,190,MA
2022-12,4645,MG
2022-12,1987,MS
2022-12,1254,MT
2022-12,341,PA
2022-12,291,PB
2022-12,495,PE
2022-12,115,PI
2022-12,1055,PR
2022-12,527,RJ
2022-12,344,RN
2022-12,2164,RO
2022-12,5,RR
2022-12,97,RS
2022-12,207,SC
2022-12,166,SE
2022-12,4707,SP
2022-12,460,TO
2023-01,562,AC
2023-01,225,AL
2023-01,767,AM
2023-01,63,AP
2023-01,3259,BA
2023-01,646,CE
2023-01,2803,DF
2023-01,29,ES
2023-01,5920,GO
2023-01,328,MA
2023-01,14851,MG
2023-01,2543,MS
2023-01,2246,MT
2023-01,692,PA
2023-01,404,PB
2023-01,277,PE
2023-01,287,PI
2023-01,2111,PR
2023-01,1216,RJ
2023-01,440,RN
2023-01,2844,RO
2023-01,6,RR
2023-01,62,RS
2023-01,290,SC
2023-01,169,SE
2023-01,13158,SP
2023-01,379,TO
2023-02,793,AC
2023-02,237,AL
2023-02,859,AM
2023-02,68,AP
2023-02,4934,BA
2023-02,1027,CE
2023-02,3378,DF
2023-02,26,ES
2023-02,7477,GO
2023-02,649,MA
2023-02,41472,MG
2023-02,5856,MS
2023-02,3695,MT
2023-02,825,PA
2023-02,484,PB
2023-02,439,PE
2023-02,650,PI
2023-02,7409,PR
2023-02,2799,RJ
2023-02,477,RN
2023-02,2475,RO
2023-02,11,RR
2023-02,430,RS
2023-02,2050,SC
2023-02,229,SE
2023-02,33877,SP
2023-02,428,TO
2023-03,1102,AC
2023-03,390,AL
2023-03,602,AM
2023-03,85,AP
2023-03,5913,BA
2023-03,2390,CE
2023-03,4437,DF
2023-03,58,ES
2023-03,10826,GO
2023-03,1321,MA
2023-03,91933,MG
2023-03,11657,MS
2023-03,5078,MT
2023-03,1000,PA
2023-03,994,PB
2023-03,1337,PE
2023-03,1479,PI
2023-03,37610,PR
2023-03,6655,RJ
2023-03,790,RN
2023-03,2292,RO
2023-03,5,RR
2023-03,4195,RS
2023-03,18890,SC
2023-03,298,SE
2023-03,83978,SP
2023-03,601,TO
2023-04,744,AC
2023-04,616,AL
2023-04,532,AM
2023-04,57,AP
2023-04,5423,BA
2023-04,1999,CE
2023-04,4272,DF
2023-04,35,ES
2023-04,10249,GO
2023-04,779,MA
2023-04,102134,MG
2023-04,11670,MS
2023-04,5403,MT
2023-04,677,PA
2023-04,1372,PB
2023-04,1212,PE
2023-04,1538,PI
2023-04,70577,PR
2023-04,7657,RJ
2023-04,1720,RN
2023-04,1137,RO
2023-04,6,RR
2023-04,12756,RS
2023-04,50349,SC
2023-04,272,SE
2023-04,95963,SP
2023-04,662,TO
2023-05,472,AC
2023-05,595,AL
2023-05,527,AM
2023-05,42,AP
2023-05,6388,BA
2023-05,2854,CE
2023-05,4270,DF
2023-05,40,ES
2023-05,9234,GO
2023-05,570,MA
2023-05,74523,MG
2023-05,8144,MS
2023-05,4712,MT
2023-05,542,PA
2023-05,1058,PB
2023-05,787,PE
2023-05,1500,PI
2023-05,53938,PR
2023-05,7876,RJ
2023-05,1208,RN
2023-05,636,RO
2023-05,11,RR
2023-05,13488,RS
2023-05,44175,SC
2023-05,322,SE
2023-05,63739,SP
2023-05,518,TO
2023-06,187,AC
2023-06,540,AL
2023-06,300,AM
2023-06,72,AP
2023-06,5915,BA
2023-06,1822,CE
2023-06,2794,DF
2023-06,23,ES
2023-06,4314,GO
2023-06,283,MA
2023-06,22105,MG
2023-06,2576,MS
2023-06,2290,MT
2023-06,429,PA
2023-06,675,PB
2023-06,587,PE
2023-06,850,PI
2023-06,14403,PR
2023-06,5273,RJ
2023-06,569,RN
2023-06,326,RO
2023-06,11,RR
2023-06,4695,RS
2023-06,15982,SC
2023-06,447,SE
2023-06,16312,SP
2023-06,235,TO
2023-07,147,AC
2023-07,545,AL
2023-07,432,AM
2023-07,82,AP
2023-07,5239,BA
2023-07,1303,CE
2023-07,1765,DF
2023-07,9,ES
2023-07,2461,GO
2023-07,296,MA
2023-07,6288,MG
2023-07,1169,MS
2023-07,1252,MT
2023-07,276,PA
2023-07,456,PB
2023-07,610,PE
2023-07,525,PI
2023-07,3958,PR
2023-07,2754,RJ
2023-07,472,RN
2023-07,191,RO
2023-07,14,RR
2023-07,1128,RS
2023-07,5133,SC
2023-07,417,SE
2023-07,4696,SP
2023-07,104,TO
2023-08,148,AC
2023-08,447,AL
2023-08,272,AM
2023-08,238,AP
2023-08,3741,BA
2023-08,1169,CE
2023-08,1920,DF
2023-08,4,ES
2023-08,2719,GO
2023-08,202,MA
2023-08,3647,MG
2023-08,467,MS
2023-08,816,MT
2023-08,362,PA
2023-08,364,PB
2023-08,631,PE
2023-08,271,PI
2023-08,2133,PR
2023-08,2311,RJ
2023-08,374,RN
2023-08,155,RO
2023-08,63,RR
2023-08,362,RS
2023-08,1580,SC
2023-08,315,SE
2023-08,3172,SP
2023-08,76,TO
2023-09,133,AC
2023-09,338,AL
2023-09,292,AM
2023-09,255,AP
2023-09,2113,BA
2023-09,489,CE
2023-09,1707,DF
2023-09,6,ES
2023-09,3082,GO
2023-09,116,MA
2023-09,3171,MG
2023-09,245,MS
2023-09,528,MT
2023-09,227,PA
2023-09,339,PB
2023-09,463,PE
2023-09,164,PI
2023-09,1528,PR
2023-09,1503,RJ
2023-09,355,RN
2023-09,111,RO
2023-09,55,RR
2023-09,123,RS
2023-09,693,SC
2023-09,173,SE
2023-09,2896,SP
2023-09,53,TO
2023-10,256,AC
2023-10,316,AL
2023-10,294,AM
2023-10,103,AP
2023-10,1602,BA
2023-10,356,CE
2023-10,1427,DF
2023-10,6,ES
2023-10,3395,GO
2023-10,80,MA
2023-10,5179,MG
2023-10,294,MS
2023-10,641,MT
2023-10,223,PA
2023-10,345,PB
2023-10,542,PE
2023-10,117,PI
2023-10,2134,PR
2023-10,1783,RJ
2023-10,416,RN
2023-10,219,RO
2023-10,18,RR
2023-10,293,RS
2023-10,579,SC
2023-10,157,SE
2023-10,3753,SP
2023-10,45,TO
2023-11,783,AC
2023-11,297,AL
2023-11,416,AM
2023-11,79,AP
2023-11,1395,BA
2023-11,236,CE
2023-11,2508,DF
2023-11,7,ES
2023-11,4103,GO
2023-11,105,MA
2023-11,12118,MG
2023-11,260,MS
2023-11,833,MT
2023-11,203,PA
2023-11,360,PB
2023-11,527,PE
2023-11,106,PI
2023-11,3990,PR
2023-11,3048,RJ
2023-11,462,RN
2023-11,141,RO
2023-11,9,RR
2023-11,413,RS
2023-11,628,SC
2023-11,88,SE
2023-11,5243,SP
2023-11,92,TO
2023-12,1863,AC
2023-12,226,AL
2023-12,976,AM
2023-12,76,AP
2023-12,1501,BA
2023-12,190,CE
2023-12,10886,DF
2023-12,9,ES
2023-12,6347,GO
2023-12,70,MA
2023-12,28710,MG
2023-12,293,MS
2023-12,1113,MT
2023-12,232,PA
2023-12,346,PB
2023-12,565,PE
2023-12,129,PI
2023-12,9635,PR
2023-12,7075,RJ
2023-12,384,RN
2023-12,173,RO
2023-12,15,RR
2023-12,731,RS
2023-12,1662,SC
2023-12,65,SE
2023-12,10409,SP
2023-12,101,TO
2024-01,1970,AC
2024-01,278,AL
2024-01,1895,AM
2024-01,703,AP
2024-01,4040,BA
2024-01,372,CE
2024-01,48041,DF
2024-01,62,ES
2024-01,20857,GO
2024-01,221,MA
2024-01,128879,MG
2024-01,1357,MS
2024-01,3182,MT
2024-01,1073,PA
2024-01,349,PB
2024-01,314,PE
2024-01,451,PI
2024-01,35958,PR
2024-01,24886,RJ
2024-01,511,RN
2024-01,456,RO
2024-01,25,RR
2024-01,3041,RS
2024-01,4151,SC
2024-01,72,SE
2024-01,49611,SP
2024-01,187,TO
2024-02,737,AC
2024-02,1142,AL
2024-02,1911,AM
2024-02,1944,AP
2024-02,26827,BA
2024-02,864,CE
2024-02,88490,DF
2024-02,133,ES
2024-02,61402,GO
2024-02,1566,MA
2024-02,392409,MG
2024-02,2881,MS
2024-02,6456,MT
2024-02,3638,PA
2024-02,1503,PB
2024-02,1578,PE
2024-02,1912,PI
2024-02,79023,PR
2024-02,84747,RJ
2024-02,1695,RN
2024-02,1364,RO
2024-02,40,RR
2024-02,16202,RS
2024-02,26578,SC
2024-02,245,SE
2024-02,168760,SP
2024-02,524,TO
2024-03,439,AC
2024-03,2186,AL
2024-03,1291,AM
2024-03,1947,AP
2024-03,69517,BA
2024-03,1584,CE
2024-03,72592,DF
2024-03,142,ES
2024-03,73299,GO
2024-03,3754,MA
2024-03,521733,MG
2024-03,4568,MS
2024-03,6807,MT
2024-03,4638,PA
2024-03,3479,PB
2024-03,4472,PE
2024-03,3116,PI
2024-03,157878,PR
2024-03,89062,RJ
2024-03,4836,RN
2024-03,1899,RO
2024-03,33,RR
2024-03,49584,RS
2024-03,80823,SC
2024-03,353,SE
2024-03,424738,SP
2024-03,955,TO
2024-04,352,AC
2024-04,2290,AL
2024-04,685,AM
2024-04,1396,AP
2024-04,72564,BA
2024-04,3259,CE
2024-04,38984,DF
2024-04,105,ES
2024-04,76493,GO
2024-04,3062,MA
2024-04,373394,MG
2024-04,4509,MS
2024-04,8292,MT
2024-04,3856,PA
2024-04,2882,PB
2024-04,4804,PE
2024-04,3197,PI
2024-04,187801,PR
2024-04,50024,RJ
2024-04,3608,RN
2024-04,696,RO
2024-04,28,RR
2024-04,87761,RS
2024-04,123357,SC
2024-04,357,SE
2024-04,618462,SP
2024-04,1188,TO
2024-05,204,AC
2024-05,2367,AL
2024-05,341,AM
2024-05,778,AP
2024-05,35462,BA
2024-05,2210,CE
2024-05,16649,DF
2024-05,58,ES
2024-05,52540,GO
2024-05,1168,MA
2024-05,166312,MG
2024-05,3440,MS
2024-05,8278,MT
2024-05,1926,PA
2024-05,1606,PB
2024-05,3275,PE
2024-05,2657,PI
2024-05,132966,PR
2024-05,26890,RJ
2024-05,1794,RN
2024-05,230,RO
2024-05,75,RR
2024-05,50299,RS
2024-05,76840,SC
2024-05,216,SE
2024-05,575343,SP
2024-05,792,TO
2024-06,99,AC
2024-06,2635,AL
2024-06,206,AM
2024-06,848,AP
2024-06,10339,BA
2024-06,1447,CE
2024-06,4985,DF
2024-06,21,ES
2024-06,19356,GO
2024-06,433,MA
2024-06,41418,MG
2024-06,1043,MS
2024-06,3461,MT
2024-06,1255,PA
2024-06,916,PB
2024-06,2478,PE
2024-06,1755,PI
2024-06,32802,PR
2024-06,10700,RJ
2024-06,1030,RN
2024-06,135,RO
2024-06,148,RR
2024-06,11552,RS
2024-06,17717,SC
2024-06,262,SE
2024-06,186209,SP
2024-06,303,TO
2024-07,96,AC
2024-07,3143,AL
2024-07,291,AM
2024-07,1097,AP
2024-07,4819,BA
2024-07,1104,CE
2024-07,2122,DF
2024-07,11,ES
2024-07,8398,GO
2024-07,167,MA
2024-07,10630,MG
2024-07,267,MS
2024-07,1835,MT
2024-07,991,PA
2024-07,944,PB
2024-07,2196,PE
2024-07,838,PI
2024-07,8002,PR
2024-07,5779,RJ
2024-07,1159,RN
2024-07,99,RO
2024-07,81,RR
2024-07,2828,RS
2024-07,3668,SC
2024-07,199,SE
2024-07,55341,SP
2024-07,101,TO
2024-08,93,AC
2024-08,1783,AL
2024-08,297,AM
2024-08,1014,AP
2024-08,2426,BA
2024-08,640,CE
2024-08,1939,DF
2024-08,9,ES
2024-08,4394,GO
2024-08,99,MA
2024-08,4403,MG
2024-08,135,MS
2024-08,846,MT
2024-08,815,PA
2024-08,870,PB
2024-08,1266,PE
2024-08,441,PI
2024-08,3508,PR
2024-08,3173,RJ
2024-08,835,RN
2024-08,83,RO
2024-08,83,RR
2024-08,871,RS
2024-08,1286,SC
2024-08,130,SE
2024-08,23258,SP
2024-08,42,TO
2024-09,115,AC
2024-09,999,AL
2024-09,363,AM
2024-09,474,AP
2024-09,1590,BA
2024-09,391,CE
2024-09,983,DF
2024-09,7,ES
2024-09,2985,GO
2024-09,101,MA
2024-09,3679,MG
2024-09,114,MS
2024-09,542,MT
2024-09,638,PA
2024-09,552,PB
2024-09,1160,PE
2024-09,214,PI
2024-09,2287,PR
2024-09,2296,RJ
2024-09,558,RN
2024-09,47,RO
2024-09,49,RR
2024-09,814,RS
2024-09,370,SC
2024-09,80,SE
2024-09,15277,SP
2024-09,40,TO
2024-10,314,AC
2024-10,599,AL
2024-10,336,AM
2024-10,326,AP
2024-10,1278,BA
2024-10,262,CE
2024-10,1003,DF
2024-10,6,ES
2024-10,3046,GO
2024-10,81,MA
2024-10,4175,MG
2024-10,130,MS
2024-10,400,MT
2024-10,494,PA
2024-10,532,PB
2024-10,997,PE
2024-10,171,PI
2024-10,2295,PR
2024-10,1651,RJ
2024-10,490,RN
2024-10,30,RO
2024-10,35,RR
2024-10,817,RS
2024-10,492,SC
2024-10,71,SE
2024-10,14301,SP
2024-10,35,TO
2024-11,556,AC
2024-11,323,AL
2024-11,440,AM
2024-11,175,AP
2024-11,1401,BA
2024-11,215,CE
2024-11,1694,DF
2024-11,7,ES
2024-11,5220,GO
2024-11,114,MA
2024-11,6837,MG
2024-11,155,MS
2024-11,689,MT
2024-11,658,PA
2024-11,508,PB
2024-11,977,PE
2024-11,151,PI
2024-11,2631,PR
2024-11,1630,RJ
2024-11,444,RN
2024-11,53,RO
2024-11,16,RR
2024-11,564,RS
2024-11,622,SC
2024-11,44,SE
2024-11,16752,SP
2024-11,58,TO
2025-01,2315,AC
2025-01,256,AL
2025-01,654,AM
2025-01,370,AP
2025-01,2787,BA
2025-01,192,CE
2025-01,1242,DF
2025-01,20,ES
2025-01,10832,GO
2025-01,255,MA
2025-01,18644,MG
2025-01,983,MS
2025-01,7098,MT
2025-01,2215,PA
2025-01,501,PB
2025-01,864,PE
2025-01,380,PI
2025-01,6886,PR
2025-01,3184,RJ
2025-01,410,RN
2025-01,112,RO
2025-01,15,RR
2025-01,685,RS
2025-01,1344,SC
2025-01,32,SE
2025-01,114331,SP
2025-01,261,TO
2025-02,2576,AC
2025-02,298,AL
2025-02,724,AM
2025-02,528,AP
2025-02,3958,BA
2025-02,331,CE
2025-02,1581,DF
2025-02,18,ES
2025-02,15474,GO
2025-02,728,MA
2025-02,31679,MG
2025-02,1551,MS
2025-02,6726,MT
2025-02,3315,PA
2025-02,1030,PB
2025-02,1378,PE
2025-02,834,PI
2025-02,14256,PR
2025-02,6870,RJ
2025-02,527,RN
2025-02,204,RO
2025-02,28,RR
2025-02,1753,RS
2025-02,1611,SC
2025-02,46,SE
2025-02,162274,SP
2025-02,418,TO
